Stat_ID;Easting_X;Norting_Y;Altitude;Longitude;Latitude;catArea;flowAcc;rel_err[%];row;column;Bl_ID;Start_Date;End_Date;State;data_avail;nxtGage;Station_Name;River;dem_mean;dem_std;dem_min;dem_max;LC-forest;LC-impervious;LC-permeable;WB_from_year;WB_to_year;Qobs[mm_a-1];Precip[mm_a-1];PET[mm_a-1];NSE-Q_v4.3_d;Qsim[mm_a-1];AET[mm_a-1]
6340600;4540259.47;5717409.08;-999;12.581;51.591;6171;6040.8;2.11;-9999;-9999;44;1960-11-01;2009-12-31;DE;100.00%;6340170;BAD-DUEBEN;VEREINIGTE-MULDE;385.52;201.29;74.98;1212.01;25.72;10.17;64.11;1965;1999;341.43;787.36;689.65;0.84;317.32;468.5
6338100;4178648.46;5855718.97;6.71;7.24;52.74;8369;8421.6;0.62;-9999;-9999;6;1940-01-01;2009-12-31;DE;100.00%;-999;VERSEN;EMS;60.48;36.23;10.32;382.57;12.68;7.84;79.48;1965;1999;310.51;793.58;708.61;0.86;305.02;486.27
6335600;4282721.17;5481428.84;120.04;9.004;49.432;12710;12675.4;0.27;-9999;-9999;19;1950-11-01;2009-12-31;DE;100.00%;6335180;ROCKENAU-SKA;NECKAR;444.70;152.78;124.49;1015.12;34.92;10.31;54.77;1965;1999;354.61;915.17;767.76;0.92;369.76;542.2
6335304;4261616.69;5557391.02;90.64;8.667;50.106;24764;24793.3;0.12;-9999;-9999;18;1963-11-01;2009-12-31;DE;100.00%;6335150;FRANKFURT-AM-MAIN;MAIN;355.95;113.14;92.64;1044.32;38.92;6.49;54.60;1965;1999;245.86;789.49;761.22;0.93;254.2;531.69
6340300;4482794.38;5751655.07;-999;11.75;51.9;23719;23822.2;0.44;-9999;-9999;34;1931-11-01;2009-12-31;DE;99.72%;6340140;CALBE-GRIZEHNE;SAALE;287.17;161.91;56.32;1139.46;22.99;8.45;68.55;1965;1999;165.74;638.55;716.8;0.74;139.9;496.88
6337200;4306865.81;5873878.3;4.79;9.125;52.964;37720;37921.4;0.53;-9999;-9999;15;1857-01-01;2010-01-31;DE;100.00%;-999;INTSCHEDE;WESER;223.18;164.53;8.01;1115.74;33.45;7.28;59.26;1965;1999;275.941;772.61;706.29;0.93;261.54;508.47
6342800;4582177.42;5393646.93;299.6;13.116;48.676;47496;43431.5;8.56;-9999;-9999;47;1900-11-01;2009-12-31;DE;100.00%;6342900;HOFKIRCHEN;DANUBE;557.61;170.03;302.26;2328.55;32.11;6.22;61.67;1965;1999;467.85;943.2;750.97;0.81;439.59;500.82
6340501;4521473.57;5830110.36;24.53;12.317;52.605;19288;18470.5;4.24;-9999;-9999;33;1951-01-01;2008-12-31;DE;100.00%;6340150;RATHENOW-HAUPTSCHLEUSE-UP;HAVEL;75.81;55.43;26.94;577.20;39.27;9.71;51.02;1965;1999;151.32;574.54;737.08;0.16;132.95;441.5
0579085;4471764;5746744;-9999;-9999;-9999;3200;3182.3;0.55;-9999;-9999;-9999;1988-11-01;2013-12-31;DE;100%;-9999;STASSFURT;BODE;215.02;161.64;63.72;1072.15;23.39;6.90;69.70;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
6321100;4095750;5743850;12;6.151;51.684;1203;1296.1;7.74;3762;578;1;1955-11-01;2008-12-31;DE;99.85%;6421501;GOCH;NIERS;43.49;19.30;13.79;125.98;7.90;16.91;75.18;1956;2008;192.79;762.04;747.42;-1.87;251.37;510.69
6335115;4206379.54;5538514.58;85;7.911;49.912;4013;4028.1;0.38;5815;1684;9;1935-11-01;2009-12-31;DE;100.00%;6335100;GROLSHEIM;NAHE;349.23;112.81;87.47;815.61;37.61;6.17;56.22;1955;2009;239.75;749.87;763.47;0.68;230.01;519.46
6335125;4205850;5369050;173;8.033;48.392;954;956.2;0.23;7510;1679;11;1914-01-01;2008-12-31;DE;100.00%;6335200;SCHWAIBACH;KINZIG;592.07;195.17;174.65;1080.60;69.67;3.57;26.77;1955;2008;773.64;1437.85;762.75;0.79;857.01;582.95
6335290;4302550;5461450;154;9.287;49.258;1929;1940.5;0.6;6586;2646;19;1911-06-01;2009-12-31;DE;99.40%;6335600;STEIN;KOCHER;405.57;94.42;157.76;741.80;36.89;5.69;57.42;1955;2009;366.73;915.57;783.44;0.66;356.29;560.81
6335300;4306750;5458250;159;9.343;49.23;141;141.7;0.52;6618;2688;19;1929-11-01;1981-12-31;DE;98.71%;6335290;NEUENSTADT;KOCHER;311.22;96.17;169.26;548.38;35.78;4.89;59.33;1955;1981;4613.22;878.07;773.21;-0.37;325.47;549.6
6335350;4241750;5607750;135;8.356;50.545;3571;3578.5;0.21;5123;2038;18;1935-11-01;2009-12-31;DE;100.00%;6335070;LEUN-(NEU);LAHN;322.21;102.94;140.05;742.96;44.14;8.02;47.84;1955;2009;306.67;819.25;746.01;0.7;292.73;526.5
6335601;4292550;5441350;160;9.16;49.073;7916;7893.9;0.28;6787;2546;19;1948-11-01;2009-12-31;DE;100.00%;6335600;LAUFFEN;NECKAR;489.65;159.34;163.47;1015.12;36.97;12.69;50.35;1955;2009;353.19;911.78;774.05;0.83;358.09;561
6335602;4310050;5400050;245.76;9.419;48.707;3995;3973.8;0.53;7200;2721;20;1918-11-01;2009-12-31;DE;100.00%;6335601;PLOCHINGEN;NECKAR;549.87;144.21;250.66;1015.12;35.46;11.11;53.43;1955;2009;393.49;917.37;768.36;0.77;364.95;562.75
6335800;4419150;5535550;230;10.874;49.951;4251;4245.3;0.14;5845;3812;27;1930-11-01;2009-12-31;DE;94.95%;6335303;KEMMERN;MAIN;427.92;125.91;235.73;1044.32;41.36;4.94;53.71;1955;2009;332.93;831.19;738.65;0.79;308.62;524.29
6337500;4358550;5749550;94.98;9.942;51.863;2916;2917.2;0.04;3705;3206;25;1975-11-01;1987-12-31;DE;100.00%;6337509;GREENE;LEINE;276.73;126.32;100.47;925.47;35.68;6.12;58.20;1976;1987;354.52;828.48;686.89;0.89;327.85;491.99
6337501;4344750;5841250;23.01;9.704;52.682;7209;7609.5;5.56;2788;3068;24;1940-11-01;2009-12-31;DE;100.00%;6337250;MARKLENDORF;ALLER;95.83;88.41;26.29;1115.74;31.39;8.75;59.86;1955;2009;179.49;688.58;721.49;0.65;195.48;494.02
6337502;4368850;5833950;31.8;10.063;52.622;4374;4679.4;6.98;2861;3309;24;1890-11-01;2009-12-31;DE;100.00%;6337501;CELLE;ALLER;113.60;107.39;36.30;1115.74;31.24;7.25;61.50;1955;2009;195.05;681.55;720.82;0.77;190.11;492.39
6337503;4272350;5698950;336.97;8.731;51.381;103;102.7;0.29;4211;2344;17;1940-11-01;2009-12-31;DE;100.00%;6337516;HELMINGHAUSEN;DIEMEL;558.77;104.16;343.14;841.72;47.45;1.86;50.69;1955;2009;655.29;1067.43;649.89;0.32;584.56;483.5
6337504;4283250;5673450;245.87;8.898;51.156;1202;1205.9;0.33;4466;2453;17;1930-11-01;2009-12-31;DE;99.70%;6337505;SCHMITTLOTHEIM;EDER;477.01;110.45;248.46;838.85;55.92;3.80;40.28;1955;2009;504.39;985.85;676.08;0.67;485.27;500.88
6337505;4296150;5674250;193.19;9.085;51.164;1452;1454.2;0.15;4458;2582;17;1940-11-01;2009-12-31;DE;100.00%;6337400;AFFOLDERN;EDER;457.19;112.69;198.34;838.85;52.88;4.04;43.07;1955;2009;461.37;940.39;678.95;0.4;441.29;499.35
6337506;4325050;5675950;151.03;9.498;51.193;2975;2979.9;0.16;4441;2871;17;1950-11-01;2009-12-31;DE;100.00%;6337507;GREBENAU;FULDA;368.72;101.00;154.66;950.32;42.64;4.82;52.54;1955;2009;282.69;792.16;727.52;0.77;278.33;514.61
6337507;4323350;5679850;140.89;9.469;51.227;6366;6371.7;0.09;4402;2854;17;1920-11-01;2009-12-31;DE;100.00%;6337400;GUNTERSHAUSEN;FULDA;371.20;113.62;144.41;950.32;42.74;4.80;52.46;1955;2009;294.82;798.18;712.58;0.82;292.2;506.55
6337508;4339950;5654550;179.54;9.72;51.004;2523;2527.1;0.16;4655;3020;26;1920-11-01;2009-12-31;DE;100.00%;6337506;ROTENBURG;FULDA;375.74;102.21;183.27;950.32;41.01;5.10;53.89;1955;2009;286.36;797.8;725.6;0.75;286.14;512.52
6337509;4341850;5808750;43.81;9.676;52.388;5304;5276;0.53;3113;3039;25;1940-11-01;2009-12-31;DE;100.00%;6337510;HERRENHAUSEN;LEINE;230.50;130.75;48.46;925.47;32.83;7.87;59.30;1955;2009;311.14;811.06;707.05;0.89;314.91;498.24
6337510;4338050;5841450;21;9.604;52.683;6443;6429.5;0.21;2786;3001;15;1940-11-01;2009-12-31;DE;100.00%;6337250;SCHWARMSTEDT;LEINE;203.11;134.72;25.37;925.47;30.33;8.66;61.01;1955;2009;309.87;793.87;707.83;0.86;299.19;496.51
6337511;4358950;5683450;143.52;9.98;51.27;5166;5155.4;0.2;4366;3210;26;1941-01-01;2009-12-31;DE;100.00%;6337513;ALLENDORF;WERRA;402.43;132.63;148.24;982.04;42.14;5.69;52.17;1955;2009;288.88;792.95;704.26;0.91;297.96;502.23
6337512;4373750;5667050;168.02;10.197;51.125;4302;4299.1;0.07;4530;3358;26;1950-11-01;2009-12-31;DE;100.00%;6337511;HELDRA;WERRA;417.04;134.62;171.82;982.04;42.37;6.05;51.58;1955;2009;297.36;798.29;696.08;0.89;308.44;498.05
6337513;4340650;5699550;117.4;9.709;51.408;5487;5475.4;0.21;4205;3027;26;1940-11-01;2009-12-31;DE;100.00%;6337400;LETZTER-HELLER;WERRA;396.75;133.42;125.01;982.04;42.76;5.60;51.64;1955;2009;293.13;793.58;706.59;0.91;296.75;503.67
6338110;4178350;5839650;12.42;7.249;52.596;4981;4881.6;2;2804;1404;6;1964-11-01;2009-12-31;DE;100.00%;6338100;DALUM;EMS;69.89;34.75;16.04;382.57;11.48;9.16;79.37;1965;2009;315.67;803.99;724.71;0.79;290.96;511.66
6338120;4198850;5782350;32.71;7.603;52.094;2842;2852.3;0.36;3377;1609;7;1900-11-01;2009-10-31;DE;100.00%;6338130;GREVEN;EMS;83.19;35.73;39.10;382.57;11.43;10.71;77.86;1955;2008;316.68;802.29;724.42;0.69;292.21;511.9
6338130;4188750;5804650;24.19;7.434;52.288;3740;3719;0.56;3154;1508;7;1930-11-01;2008-10-31;DE;100.00%;6338110;RHEINE-UNTERSCHLEUSE-UP;EMS;76.50;34.66;31.97;382.57;10.70;9.91;79.38;1955;2007;321.01;796.86;721.93;0.72;287.38;509.79
6338800;4326450;6045850;5;9.317;54.514;481;471.9;1.9;742;2885;13;1931-12-01;2004-12-31;DE;95.67%;-999;TREIA;TREENE;29.34;12.91;5.24;80.20;5.09;4.04;90.87;1955;2004;396.85;840.96;610.9;0.82;395.29;445.99
6340050;4397250;5892350;14;10.464;53.15;1434;1398.9;2.45;2277;3593;24;1955-11-01;2008-12-31;DE;100.00%;-999;BIENENBUETTEL;ILMENAU;67.70;17.71;16.68;136.82;32.52;3.29;64.19;1956;2008;333.51;681.67;717.88;0.01;185.09;497.38
6340200;4477950;5676950;-999;11.685;51.227;6218;6226.1;0.13;4431;4400;35;1945-11-01;2008-12-31;DE;100.00%;6340301;LAUCHA;UNSTRUT;282.94;123.35;108.78;981.70;23.77;6.75;69.48;1955;2008;158.65;629.15;721.18;0.79;157.15;480.34
6340302;4453150;5620250;190.19;11.33519;50.71932;2678;2622.5;2.07;4998;4152;35;1945-11-01;2009-10-31;DE;100.00%;6340301;RUDOLSTADT;SAALE;534.67;103.82;192.52;874.16;44.57;5.09;50.34;1955;2008;321.47;802.75;704.35;0.73;298.38;505.72
6340610;4636150;5805650;34.78;13.997;52.368;6171;6160.5;0.17;3144;5982;43;1970-11-01;2001-10-31;DE;100.00%;6340611;GROSSE-TRAENKE,-WEHR-UP;SPREE;112.11;77.47;37.89;577.20;36.15;7.29;56.56;1971;2000;76.14;591.22;746.22;-15.56;115.81;478.01
6340700;4596850;5710450;-999;13.395;51.519;3184;3150.3;1.06;4096;5589;44;1960-11-01;2009-10-31;DE;99.99%;6340130;BAD-LIEBENWERDA;SCHWARZE-ELSTER;152.51;57.41;86.30;493.96;30.54;10.50;58.97;1961;2008;150.53;640.55;750.92;0.28;148.19;492.67
6340800;4664450;5718450;-999;14.37;51.577;2092;2090.8;0.06;4016;6265;52;1960-11-01;1989-10-31;DE;100.00%;6340610;SPREMBERG;SPREE;195.06;79.04;95.21;577.20;31.28;7.75;60.97;1961;1988;278.95;672.22;719.97;-0.2;184.84;487.03
6342200;4373650;5290350;656;10.317;47.732;955;864;9.53;8297;3357;30;1900-11-01;2008-12-31;DE;100.00%;6342500;KEMPTEN;ILLER;1117.27;380.04;658.20;2595.50;29.11;4.23;66.66;1955;2008;1712.17;1896.49;744.09;0.41;1317.43;580.23
6342520;4440941.65;5416816.98;84;11.1946;48.88697;1400;1399.6;0.03;7032;4030;38;1940-11-01;2008-12-31;DE;100.00%;6342910;EICHSTAETT;ALTMUEHL;477.30;49.85;389.63;655.06;30.94;3.77;65.29;1955;2008;233.91;744.05;775.21;0.78;203.63;541.24
9304001;4307950;6067650;1.7;9.03;54.7;352;347.3;1.34;524;2700;13;1977-01-01;1978-12-31;DE;100.00%;-999;SOH;SOHOLMER;18.72;11.04;2.23;62.73;6.06;3.87;90.07;1977;1978;355.51;858.14;594.73;-0.4;376.64;436.09
9304003;4306950;6075050;2.31;9;54.77;134;125.6;6.24;450;2690;13;1977-01-01;1977-12-31;DE;100.00%;-999;LECK;LECKER;13.89;7.44;2.62;49.55;5.53;1.95;92.52;1977;1977;313.79;820.47;597.59;-0.22;336.49;435.21
9304014;4373850;5949150;9.62;10.09;53.66;320.5;321.9;0.43;1709;3359;23;1976-11-01;1978-10-31;DE;100.00%;-999;BAECKERBRUECKE;ALSTER;36.78;11.22;11.03;88.28;11.91;15.72;72.37;1977;1977;283.04;845.53;649.14;0.38;295.68;472.99
9304015;4375850;5953850;14.04;10.12;53.7;268.9;260.9;2.99;1662;3379;23;1976-11-01;1978-10-31;DE;100.00%;-999;HASELKNICK;ALSTER;36.93;11.52;16.08;88.28;12.69;10.50;76.81;1977;1977;300.4;847.42;649.91;0.61;292.18;475.63
9304016;4361850;5978350;8.16;9.89;53.91;180;188.3;4.62;1417;3239;23;1975-11-01;1977-10-31;DE;100.00%;-999;BAD-BRAMSTEDT-SCHMALFELD;SCHMALFELDER;33.35;10.93;10.00;89.67;29.78;4.95;65.27;1976;1976;222.38;560.1;719.84;-0.7;179.53;434.41
9304027;4621974.75;5856633.95;-99;13.81;52.83;129;127.2;1.36;2634;5840;42;1968-11-01;1996-10-31;DE;99.99%;-999;Eberswalde;Schwaerze;69.58;17.03;17.65;107.46;53.37;4.42;42.21;1969;1995;107820.76;580.85;724.34;-2.81;110.65;470.87
9304028;4416150;5918950;-99;10.74;53.39;157;169.4;7.92;2011;3782;24;1975-11-01;1996-10-31;DE;100.00%;-999;Schwartow;Boize;34.80;10.79;11.81;93.85;25.39;3.24;71.37;1976;1995;238.33;694.22;685.07;0.58;214.32;478.43
9304029;4423550;5921650;-99;10.85;53.42;608;598.2;1.62;1984;3856;23;1956-11-01;1996-10-31;DE;95.00%;-999;Klein-Beng;Schaale;45.44;9.96;14.56;95.15;19.90;2.50;77.61;1957;1995;142.74;657.43;679.16;0.25;187.86;470.81
9304030;4434750;5910250;-99;11.02;53.32;735;698.8;4.92;2098;3968;24;1954-11-01;1996-10-31;DE;97.61%;-999;Garlitz;Sude;38.39;14.08;10.27;87.76;29.56;3.64;66.81;1955;1995;200.57;636.4;683.42;0.73;160.4;478.48
9304031;4500650;5890950;-99;12.01;53.15;575;581;1.05;2291;4627;33;1977-11-01;1997-10-31;DE;100.00%;-999;Wolfshagen;Stepenitz;78.21;19.43;40.12;152.59;13.58;3.25;83.17;1978;1996;190.53;593.83;689.41;0.58;135.3;462.06
9304032;4444550;5967850;-99;11.14;53.84;242;264.5;9.3;1522;4066;32;1965-11-01;1996-10-31;DE;96.78%;-999;Questin;Stepenitz;55.05;12.93;18.48;110.35;9.79;3.61;86.60;1966;1995;176.25;636.53;651.77;0.68;189.93;448.83
9304033;4430150;5969150;-99;10.94;53.85;123;131.4;6.85;1509;3922;23;1964-11-01;1996-10-31;DE;93.75%;-999;Schoenberg;Maurine;40.12;14.51;4.10;80.82;7.59;2.11;90.30;1965;1995;217.16;666.71;661.22;0.58;212.45;454.37
9304034;4442050;5969750;-99;11.12;53.86;441;477.8;8.35;1503;4041;32;1954-11-01;1996-10-31;DE;100.00%;-999;Boerzow;Stepenitz;50.80;15.23;8.41;110.35;9.36;3.68;86.96;1955;1995;221.92;636.02;653.11;0.62;187;450.84
9304037;4630550;5648950;-99;13.85;50.95;198;186.3;5.9;4711;5926;44;1911-11-01;1996-10-31;DE;100.00%;-999;DOHNA;MUEGLITZ;505.71;173.65;136.07;901.19;31.50;5.13;63.38;1955;1995;442.94;828.23;652.27;0.59;358.58;470.43
9304038;4523250;5542550;472;12.31;50.02;233;237.9;2.1;5775;4853;36;1966-11-01;1995-12-31;DE;100.00%;-999;WALDSASSEN;WONDREB;571.92;58.61;469.36;790.66;49.16;3.69;47.15;1967;1995;246.99;746.28;693.8;0.66;251.3;498.85
9304039;4507850;5542850;492.31;12.11;50.03;122;122.2;0.16;5772;4699;36;1965-11-01;1995-12-31;DE;100.00%;-999;LORENZREUTH;ROESLAU;617.57;76.01;496.21;1009.80;43.70;5.73;50.58;1966;1995;462.97;918.4;667.44;0.7;430.36;489.06
9304042;4640250;5655650;-99;14;51.02;227;227.5;0.23;4644;6023;52;1920-11-01;1996-10-31;DE;100.00%;-999;ELBERSDORF;WESENITZ;313.82;52.32;207.24;584.16;17.44;9.42;73.13;1955;1995;308.11;785.39;725.62;0.64;272.44;514.01
9304045;4574950;5610550;-99;13.08;50.63;206;198;3.9;5095;5370;45;1920-11-01;2006-12-31;DE;100.00%;-999;STRECKENWALDE;PRESSNITZ;663.62;102.09;415.14;1197.57;38.50;9.37;52.12;1955;2006;445;946.32;626.46;0.72;476.81;471.23
9304047;4554750;5652850;-99;12.78;51.01;2107;1996;5.27;4672;5168;44;1909-11-01;1996-10-31;DE;100.00%;-999;WECHSELBURG;ZWICKAUER-MULDE;466.52;177.23;164.74;1212.01;31.96;16.15;51.89;1955;1995;423.52;838.18;689.12;0.69;341.94;496.34
9304050;4589050;5659450;-99;13.27;51.06;585.2;570.7;2.48;4606;5511;44;1925-11-01;1996-10-31;DE;100.00%;-999;NOSSEN-1;FREIBERGER-MULDE;476.56;124.17;208.41;805.15;19.73;8.39;71.87;1955;1995;374.57;842;675.16;0.77;355.53;486.88
9304051;4598050;5639450;-99;13.38;50.88;244.4;238.3;2.5;4806;5601;44;1935-11-01;1996-10-31;DE;100.00%;-999;BERTHELSDORF;FREIBERGER--MULDE;576.67;91.87;363.26;805.15;26.15;5.18;68.67;1955;1995;462.21;900.75;657.16;0.76;416.46;484.7
9304052;4554950;5649650;-99;12.78;50.98;532.3;530.5;0.33;4704;5170;44;1978-11-01;1996-10-31;DE;100.00%;-999;GORITZHAIN;CHEMNITZ;409.56;100.60;181.68;753.98;19.35;22.92;57.73;1979;1995;452.28;800.82;692.24;0.49;317.21;484.94
9304054;4482350;5603650;-99;11.75;50.57;158.3;157.5;0.49;5164;4444;36;1924-11-01;1989-10-31;DE;98.42%;-999;MOSCHILTZ;WISENTA;505.33;45.34;396.80;644.96;33.67;3.79;62.54;1955;1988;274.14;696.1;707.17;0.29;196.8;501.95
9304056;4493550;5577150;470.82;11.92;50.33;521;476.4;8.56;5429;4556;36;1976-01-01;1978-12-31;DE;99.91%;-999;HOF;SAECHSISCHE;569.20;50.94;470.40;852.39;30.06;8.44;61.50;1976;1978;283.68;770.24;686.4;-0.49;260.94;471.9
9304057;4530650;5694450;-99;12.44;51.38;315;311.2;1.22;4256;4927;35;1941-11-01;2006-10-31;DE;100.00%;-999;LEIPZIG-THEKLA;PARTHE;144.38;18.95;112.37;230.58;15.12;13.49;71.39;1955;2005;98.06;609.38;734.41;0.07;123.37;486.92
9304059;4527250;5675250;-99;12.39;51.21;1359;1272.8;6.34;4448;4893;35;1958-11-01;1996-10-31;DE;100.00%;-999;BOEHLEN;PLEISSE;239.24;64.17;124.93;485.20;8.70;9.95;81.35;1959;1995;177.02;629.88;722.04;0.35;144.27;485.52
9304060;4517250;5578850;-99;12.26;50.33;171;155.4;9.13;5412;4793;36;1925-11-01;2006-10-31;DE;96.30%;-999;ADORF;WEISSE-ELSTER;561.38;56.93;427.64;802.41;53.21;5.50;41.30;1955;2005;348.71;801.74;702.85;0.73;285.3;516.88
9304061;4504250;5626050;-99;12.06;50.77;296.7;300.3;1.22;4940;4663;35;1922-11-01;2006-10-31;DE;99.98%;-999;WEIDA;WEIDA;410.48;53.05;234.34;559.12;27.97;4.96;67.07;1955;2005;74.62;653.64;728.73;0.07;150.74;504.48
9304062;4587150;5687650;-99;13.25;51.32;211;209.3;0.79;4324;5492;44;1911-11-01;1996-10-31;DE;97.65%;-999;MERZDORF;DOELLNITZ;169.32;35.73;99.86;282.14;6.99;7.53;85.48;1955;1995;145.98;617.64;707.22;0.44;149.68;468.46
9304063;4416650;5707350;-99;10.8;51.5;303.6;311.4;2.58;4127;3787;26;1953-11-01;2006-10-31;DE;100.00%;-999;NORDHAUSEN;ZORGE;389.23;125.33;179.81;719.45;64.84;7.19;27.98;1955;2005;361.83;897.5;667.44;0.79;408.37;490.95
9304064;4417650;5705550;-99;10.81;51.48;200.6;194.2;3.21;4145;3797;26;1957-11-01;1997-12-31;DE;100.00%;-999;SUNDHAUSEN;HELME;254.04;67.26;170.55;702.77;15.45;4.91;79.65;1958;1997;244.76;711.85;692.08;0.54;233.63;480.31
9304065;4401450;5702950;-99;10.58;51.46;104.2;103.1;1.09;4171;3635;26;1951-11-01;2006-10-31;DE;100.00%;-999;BLEICHERODE;BODE;344.12;74.48;229.28;531.23;32.85;7.15;60.00;1955;2005;259.08;741.97;700.24;0.66;253.03;491.95
9304066;4428050;5691450;-99;10.97;51.36;523.9;501.2;4.34;4286;3901;26;1961-11-01;2006-10-31;DE;100.00%;-999;HACHELBICH;WIPPER;318.94;74.69;175.99;531.23;32.55;7.52;59.93;1962;2005;205.17;666.84;707.06;0.8;186.57;483.78
9304067;4406850;5702450;-99;10.66;51.46;317.8;322.6;1.5;4176;3689;26;1948-11-01;2006-10-31;DE;100.00%;-999;WIPPERDORF;WIPPER;336.60;70.66;214.26;531.23;27.42;7.88;64.70;1955;2005;232.5;710.53;700.65;0.69;225.48;488.2
9304069;4426750;5633750;-99;10.95;50.84;174.7;179.7;2.83;4863;3888;26;1924-11-01;2006-10-31;DE;95.13%;-999;ARNSTADT;GERA;544.72;145.98;273.23;981.70;65.51;5.88;28.60;1955;2005;409.82;870.49;662.57;0.78;399.29;474.52
9304070;4409650;5664350;-99;10.71;51.11;716.1;706.2;1.38;4557;3717;26;1936-11-01;2006-10-31;DE;100.00%;-999;NAGELSTEDT;UNSTRUT;294.07;83.52;169.14;519.35;17.47;6.64;75.89;1955;2005;187.28;646.06;716.09;0.7;190.53;488.1
9304071;4391550;5678250;-99;10.45;51.23;182.7;187.2;2.45;4418;3536;26;1940-11-01;2006-10-31;DE;92.43%;-999;AMMERN;UNSTRUT;362.58;69.11;212.18;519.35;14.11;4.35;81.53;1955;2005;254.31;723.04;711.91;0.55;287.36;502.03
9304072;4379650;5913450;6.68;10.19;53.34;480;453.3;5.56;2066;3417;24;1961-11-01;2005-12-31;DE;100.00%;-999;ROYDORF;LUHE;70.70;25.65;7.51;156.51;44.74;3.59;51.67;1962;2005;336.11;768.94;700.9;-1.6;270.43;499.22
9304074;4348450;5919850;14.31;9.72;53.39;184;188.7;2.57;2002;3105;24;1956-11-01;2005-12-31;DE;100.00%;-999;EMMEN;ESTE;58.32;22.26;13.26;148.08;38.81;5.00;56.19;1957;2005;293.78;769.22;691.76;-0.82;275.41;493.34
9304076;4367950;5919250;6.73;10.02;53.39;416;407.4;2.06;2008;3300;24;1961-11-01;2005-12-31;DE;100.00%;-999;JEHRDEN;SEEVE;68.24;27.07;7.24;167.30;41.29;9.33;49.38;1962;2005;343.94;790.93;692.1;-2.07;295.57;495.91
9304078;4397650;5891950;16.66;10.47;53.15;1457;1396.9;4.12;2281;3597;24;1959-11-01;1996-12-31;DE;100.00%;-999;BIENENBUTTEL;ILMENAU;67.74;17.68;16.68;136.82;32.52;3.30;64.18;1960;1996;209.55;674.75;709;-0.33;179.52;491.48
9304079;4443650;5871050;15.94;11.16;52.97;1325;1260.8;4.85;2490;4057;33;1966-11-01;1996-12-31;DE;100.00%;-999;LUCHOW;JEETZEL;42.12;19.70;16.46;120.01;20.82;2.86;76.32;1967;1996;157.53;571.46;725.09;0.5;103.62;471.92
9304084;4470565.01;5659376.03;-99;11.58;51.07;894.3;889.9;0.49;4607;4326;35;1922-11-01;2006-10-31;DE;100.00%;-999;NIEDERTREBRA;ILM;392.77;142.28;138.18;964.26;31.61;7.47;60.92;1955;2005;220.08;687.44;725.03;0.76;207.84;491.85
9304085;4457150;5645150;-99;11.39;50.94;627;626;0.17;4749;4192;35;1922-11-01;2006-10-31;DE;100.00%;-999;MELLINGEN;ILM;450.12;128.74;226.62;964.26;43.59;4.59;51.82;1955;2005;220.68;729.37;713.44;0.78;244.62;496.17
9304086;4430650;5618550;-99;11.02;50.7;174.2;161;7.6;5015;3927;27;1922-11-01;2006-10-31;DE;100.00%;-999;GRAFINAU-ANGESTEDT;ILM;626.62;114.20;408.26;964.26;72.30;8.67;19.03;1955;2005;501.47;961.11;659.32;0.73;476.75;484.19
9304087;4476750;5637250;-99;11.67;50.87;254.5;247.8;2.63;4828;4388;35;1947-11-01;2006-10-31;DE;100.00%;-999;ZOELLNITZ;RODA;314.15;49.41;167.40;428.22;51.86;3.49;44.65;1955;2005;154.76;647.6;741.63;0.28;132.4;516.52
9304088;4467650;5626050;-99;11.55;50.77;254.8;257.2;0.96;4940;4297;35;1927-11-01;2006-10-31;DE;91.14%;-999;FREIENORLA;ORLA;344.95;79.41;168.83;535.77;29.02;7.95;63.04;1955;2005;166.33;627.76;731.83;0.54;134.16;494.36
9304089;4448550;5616550;-99;11.27;50.69;361.3;363.9;0.71;5035;4106;36;1921-11-01;1995-10-31;DE;97.30%;-999;BLANKENBURG-WEIDMANSCHEIL;SCHWARZA;613.31;114.23;220.56;874.16;72.28;3.60;24.13;1955;1994;459.68;955.83;671.14;0.73;457.14;498.26
9304090;4433350;5602950;-99;11.05;50.56;122.6;123.2;0.51;5171;3954;27;1945-11-01;1989-10-31;DE;100.00%;-999;KATZHUTTE;SCHWARZA;675.89;82.22;420.90;874.16;85.18;3.26;11.56;1955;1988;689.97;1076.25;659.76;0.69;577.93;497.53
9304091;4460150;5608650;-99;11.43;50.62;362.7;365;0.63;5114;4222;36;1922-11-01;2006-10-31;DE;98.81%;-999;KAULSDORF-EICHICHT;LOQUITZ;554.09;100.05;233.33;803.69;63.07;2.48;34.45;1955;2005;334.4;854.75;692.43;0.71;351.3;506.6
9304098;4580550;5660950;-99;13.15;51.08;286;286.2;0.06;4591;5426;44;1925-11-01;2006-10-31;DE;98.66%;-999;NIEDERSTRIEGIS1;STRIEGIS;372.85;72.52;184.16;587.60;13.30;7.35;79.34;1955;2005;318.85;798.41;701.48;0.71;302.53;496.83
9304102;4624050;5675250;-99;13.77;51.2;300;295.2;1.59;4448;5861;44;1920-11-01;1996-10-31;DE;96.05%;-999;GROSSDITTMANNSDORF;GROSSE-ROEDER;243.50;44.18;154.28;420.61;30.75;11.78;57.47;1955;1995;246.15;730.11;732.49;0.6;220.9;510.05
